Zeitstempel,Bitte geben Sie Ihren dreistellen anonymen Code ein (1.: Anfangsbuchstabe des Vornamens Ihres Vaters; 2.: Anfangsbuchstabe des Mädchennamens Ihrer Mutter; 3: Anfangsbuchstabe Ihres Geburstsorts),Ich bin gerne mit anderen Menschen zusammen.,Ich bin ein Einzelgänger. (-),Ich bin in vielen Vereinen aktiv.,Ich bin ein gesprächiger und kommunikativer Mensch.,Ich bin sehr kontaktfreudig.,Im Grunde bin ich oft lieber für mich allein. (-),Ich kann schnell gute Stimmung verbreiten.,Ich gehe gerne auf Partys.,Ich bin unternehmungslustig.,Ich stehe gerne im Mittelpunkt.,"Wie viele Facebook-Freunde (Kontakte) haben Sie (wenn Sie nicht bei Facebook sind, bitte LEER lassen).","Wie viele ""Kater"" (überreichlicher Alkoholkonsum) hatten Sie in den letzten12 Monaten?",Wie alt sind Sie?,Bitte geben Sie Ihr Geschlecht an.,"Ich würde sagen, ich bin extrovertiert.",Sie gehen alleine auf eine Party. Nach wie viel Minuten sind Sie im Gespräch?,Es wird ein Mitarbeiter (m/w) für eine Präsentation (Messe) gesucht. Melden Sie sich freiwillig?,Wie häufig waren Sie in den letzten 12 Monaten auf einer Party?,Wie oft haben Sie Kundenkontakt?,"Passt die folgende Beschreibung auf Sie?           Eine extravertierte Person ist jemand, der seine Energie eher nach außen richtet und weniger in die innere Welt der Gedanken, Ideen oder Vorstellungen. Daher neigen extravertierte Menschen dazu, in neuen Situationen ohne zu zögern sich in die neue Situationen zu begeben. Zum Beispiel würde eine extravertierte Person, die zum ersten Mal einen Yogakurs besucht, sich nicht scheuen, direkt bei den Übungen mitzumachen. Oder wenn eine extravertierte Person eine Kneipe zum ersten besucht, würde sie sich nicht unbehaglich fühlen. Man kann daher sagen, dass extravertierte Personen als aktiv wahrgenommen werden und sich zu Unternehmungen hingezogen fühlen, bei denen sie mit anderen Personen in Kontakt kommen.",X23,"Wie sehr treffen die folgenden Aussagen auf Sie zu? Bitte denken Sie dabei nicht an spezifische Situationen, sondern ganz allgemein, wie sehr die Aussagen Sie selbst in den meisten Bereichen und Situationen in Ihrem Leben beschreiben.Allgemein wirke ich tendenziell eher wie eine Person, die . . .",Was studieren Sie?,Rauchen Sie?,Wie viele Stunden schlafen Sie durchschnittlich unter der Woche?,Wie viele Stunden schlafen Sie durchschnittlich am Wochenende?
07.04.2017 11:30:34,AWH,3,2,1,3,2,2,2,2,4,2,NA,0,23,Frau,2,NA,ja,6,im Schnitt mehrfach pro Tag,passt insgesamt nicht,NA,5,NA,NA,NA,NA
07.04.2017 11:30:37,NA,4,1,2,4,3,2,4,3,4,2,436,5,22,Frau,4,NA,ja,5,im Schnitt mehrfach pro Tag,keine Antwort,NA,1,NA,NA,NA,NA
07.04.2017 11:30:38,WUK,3,2,1,3,3,2,3,3,4,3,249,1,22,Frau,4,10,nein,6,im Schnitt mehrfach pro Tag,passt insgesamt,NA,4,NA,NA,NA,NA
07.04.2017 11:30:40,ASH,4,2,2,2,2,2,3,4,1,1,NA,30,22,Frau,2,10,nein,100,im Schnitt 1 Mal pro Tag,passt insgesamt nicht,NA,5,NA,NA,NA,NA
07.04.2017 11:31:05,UAW,4,2,3,4,4,1,3,3,4,3,312,6,22,Frau,3,1,nein,16,im Schnitt mehrfach pro Tag,passt insgesamt,NA,2,NA,NA,NA,NA
07.04.2017 11:31:11,Haramburg,4,2,1,4,3,2,4,4,4,2,NA,6,20,Mann,4,10,keine Antwort,85,im Schnitt 1 Mal pro Quartal (oder weniger),passt insgesamt,NA,1,NA,NA,NA,NA
07.04.2017 11:32:36,RNH,4,1,1,3,4,1,3,2,3,1,293,2,26,Frau,NA,0,nein,10,im Schnitt mehrfach pro Tag,passt insgesamt nicht,NA,4,NA,NA,NA,NA
07.04.2017 11:32:41,MRH,3,3,1,3,3,3,3,4,4,1,550,10,19,Frau,3,15,nein,45,im Schnitt 1 Mal pro Tag,passt insgesamt nicht,NA,5,NA,NA,NA,NA
07.04.2017 11:34:50,HBH,4,2,3,4,4,1,3,4,4,3,NA,10,23,Mann,4,10,ja,30,im Schnitt mehrfach pro Tag,passt insgesamt,NA,1,NA,NA,NA,NA
08.04.2017 10:50:27,NA,3,1,3,3,4,2,4,4,4,3,397,NA,19,Frau,3,5,nein,NA,keine Antwort,passt insgesamt,NA,2,NA,NA,NA,NA
09.04.2017 11:35:55,cch,3,4,1,3,2,3,4,3,2,1,NA,2,32,Mann,3,60,nein,20,im Schnitt mehrfach pro Tag,passt insgesamt,NA,4,NA,NA,NA,NA
11.04.2017 19:10:55,RKA,2,3,2,1,2,2,2,1,4,2,177,2,37,Frau,1,10,nein,5,im Schnitt 1 Mal pro Woche,passt insgesamt nicht,NA,4,NA,NA,NA,NA
12.04.2017 17:24:36,RMS,4,1,2,3,3,1,4,3,4,1,560,0,26,Frau,3,30,ja,5,keine Antwort,passt insgesamt,NA,3,NA,NA,NA,NA
14.04.2017 11:27:32,NA,4,1,2,3,3,2,2,4,4,1,315,10,23,Mann,3,15,nein,8,im Schnitt 1 Mal pro Monat,passt insgesamt,NA,3,NA,NA,NA,NA
14.04.2017 13:30:51,GMO,4,1,2,4,3,3,2,2,4,1,400,0,26,Frau,3,NA,nein,12,keine Antwort,passt insgesamt nicht,NA,3,NA,NA,NA,NA
15.04.2017 14:57:41,AIM,3,3,1,2,2,2,3,2,3,1,NA,5,39,Frau,1,NA,nein,10,im Schnitt mehrfach pro Tag,passt insgesamt,NA,6,NA,NA,NA,NA
16.04.2017 17:17:48,AAI,2,2,1,3,3,4,4,1,3,4,NA,0,37,Frau,3,5,ja,0,im Schnitt mehrfach pro Tag,passt insgesamt,NA,2,NA,NA,NA,NA
16.04.2017 19:22:36,MKM,3,1,1,4,4,1,4,3,2,2,242,15,33,Mann,3,15,ja,50,im Schnitt mehrfach pro Tag,passt insgesamt,NA,2,NA,NA,NA,NA
17.04.2017 15:18:53,UIM,4,2,1,3,3,3,2,1,3,2,250,3,26,Mann,2,30,ja,4,im Schnitt 1 Mal pro Tag,passt insgesamt nicht,NA,3,NA,NA,NA,NA
18.04.2017 16:01:27,BMM,4,1,2,2,2,2,2,3,3,1,337,7,23,Frau,1,15,ja,35,keine Antwort,passt insgesamt,NA,5,NA,NA,NA,NA
22.04.2017 15:52:46,137,3,2,2,4,3,2,3,2,2,2,200,10,28,Mann,3,10,nein,5,im Schnitt 1 Mal pro Tag,passt insgesamt nicht,NA,4,NA,NA,NA,NA
23.04.2017 15:25:05,FWS,4,1,3,4,4,2,4,4,4,3,534,5,29,Frau,4,10,ja,20,im Schnitt mehrfach pro Tag,passt insgesamt,NA,2,NA,NA,NA,NA
27.04.2017 18:37:14,Hef,3,NA,2,3,3,2,3,1,3,3,100,0,47,Mann,2,5,ja,2,im Schnitt 1 Mal pro Tag,keine Antwort,NA,3,NA,NA,NA,NA
05.05.2017 14:42:54,NA,4,1,1,3,3,2,3,4,4,3,150,24,28,Frau,4,60,nein,24,im Schnitt 1 Mal pro Monat,passt insgesamt,NA,4,NA,NA,NA,NA
06.05.2017 12:45:51,LMD,4,3,1,2,2,2,3,4,4,2,150,50,23,Frau,3,5,ja,50,im Schnitt 1 Mal pro Tag,passt insgesamt,NA,3,NA,NA,NA,NA
17.05.2017 18:22:14,SBM,3,2,2,3,1,3,4,1,2,3,380,0,21,Mann,2,15,nein,2,im Schnitt 1 Mal pro Woche,passt insgesamt,NA,5,NA,NA,NA,NA
17.05.2017 23:03:03,IBB,4,2,1,3,3,3,2,3,4,NA,NA,12,36,Frau,2,15,nein,20,keine Antwort,keine Antwort,NA,3,NA,NA,NA,NA
20.05.2017 17:04:57,NA,3,1,NA,3,3,2,3,3,3,2,1000,2,28,Frau,2,3,ja,12,keine Antwort,passt insgesamt,NA,3,NA,NA,NA,NA
21.05.2017 17:30:17,AET,3,1,2,4,4,2,3,3,3,3,739,18,20,Frau,3,1,nein,24,keine Antwort,passt insgesamt,NA,2,NA,NA,NA,NA
21.05.2017 19:23:48,JUH,3,2,4,3,2,2,3,2,4,1,NA,9,22,Mann,2,6,nein,8,im Schnitt 1 Mal pro Tag,keine Antwort,NA,4,NA,NA,NA,NA
22.05.2017 12:43:44,NA,4,1,2,3,3,1,3,3,3,2,500,3,20,Mann,3,12,ja,12,im Schnitt 1 Mal pro Monat,keine Antwort,NA,2,NA,NA,NA,NA
22.05.2017 15:09:02,NA,4,2,2,4,4,2,3,3,4,3,573,14,21,Mann,3,3,keine Antwort,12,im Schnitt 1 Mal pro Quartal (oder weniger),passt insgesamt,NA,2,NA,NA,NA,NA
22.05.2017 15:08:59,NA,4,2,3,4,4,2,3,4,4,3,800,40,20,Mann,2,10,ja,30,im Schnitt 1 Mal pro Quartal (oder weniger),passt insgesamt,NA,2,NA,NA,NA,NA
22.05.2017 15:10:39,NA,4,1,2,3,3,1,3,3,4,2,270,4,21,Frau,2,30,ja,12,im Schnitt 1 Mal pro Woche,passt insgesamt,NA,3,NA,NA,NA,NA
22.05.2017 15:11:00,NA,4,4,4,3,3,2,4,4,3,2,600,20,21,Mann,3,20,keine Antwort,36,keine Antwort,passt insgesamt,NA,2,NA,NA,NA,NA
22.05.2017 15:12:07,NA,4,1,1,4,4,1,3,3,4,2,834,5,21,Frau,3,5,ja,9,im Schnitt mehrfach pro Tag,passt insgesamt,NA,2,NA,NA,NA,NA
26.05.2017 23:22:10,WHL,2,2,1,4,3,3,3,3,4,2,NA,1,32,Frau,3,30,nein,4,im Schnitt 1 Mal pro Quartal (oder weniger),passt insgesamt,NA,5,NA,NA,NA,NA
01.06.2017 21:32:45,wkw,3,3,1,3,2,3,2,2,3,3,150,0,35,Frau,2,15,ja,6,im Schnitt 1 Mal pro Tag,keine Antwort,NA,3,Psychologie & Wirtschafft,NA,NA,NA
04.06.2017 13:51:11,JAW,3,1,1,4,4,3,3,3,4,3,NA,5,27,Frau,3,5,ja,12,im Schnitt mehrfach pro Tag,passt insgesamt,NA,2,Psychologie & Wirtschafft,Nein,7,9
05.06.2017 10:26:41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05.06.2017 10:26:50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05.06.2017 14:27:18,PSV,3,2,2,3,4,2,3,4,4,2,800,10,20,Frau,3,5,ja,25,keine Antwort,passt insgesamt,NA,4,Psychologie & Wirtschafft,Nein,85,7
07.06.2017 14:17:54,EBE,4,1,1,4,4,1,3,4,4,3,418,50,24,Frau,3,5,keine Antwort,50,im Schnitt mehrfach pro Tag,passt insgesamt,NA,2,Psychologie & Wirtschafft,Ja,5,10
07.06.2017 20:56:12,LBW,3,3,1,3,2,3,3,4,3,2,NA,5,30,Frau,2,30,nein,20,im Schnitt mehrfach pro Tag,keine Antwort,NA,3,Psychologie & Wirtschafft,Nein,6,7
11.06.2017 16:41:21,HJKB,4,1,2,4,4,1,3,4,4,3,500,20,22,Mann,3,30,nein,40,im Schnitt mehrfach pro Tag,passt insgesamt,NA,1,Psychologie & Wirtschafft,Ja,7,8
12.06.2017 09:35:33,RBB,4,2,2,4,3,1,4,4,3,2,500,8,20,Frau,2,5,nein,20,keine Antwort,passt insgesamt,NA,3,Wirtschaft & Management,Nein,65,7
12.06.2017 14:55:49,Fhk,4,1,2,4,4,1,3,1,4,2,810,5,30,Mann,4,5,ja,10,im Schnitt mehrfach pro Tag,passt insgesamt,NA,2,Psychologie & Wirtschafft,Ja,8,10
19.06.2017 15:24:39,MMS,2,3,2,2,3,3,2,1,4,1,300,0,20,Frau,1,1,ja,6,im Schnitt 1 Mal pro Quartal (oder weniger),passt insgesamt nicht,NA,4,Psychologie & Wirtschafft,Nein,7,10
20.06.2017 10:52:22,NA,3,2,2,4,4,2,4,3,4,1,850,0,30,Frau,3,20,keine Antwort,5,keine Antwort,passt insgesamt,NA,2,Psychologie & Wirtschafft,Gelegentlich (z. B. auf Partys),8,8
21.06.2017 11:29:46,JSK,4,2,2,4,3,1,3,3,3,2,330,NA,24,Frau,4,30,keine Antwort,20,keine Antwort,passt insgesamt,NA,2,Wirtschaft & Management,Nein,6,8
21.06.2017 13:57:37,FHW,4,2,1,4,4,3,4,4,4,2,850,0,27,Frau,4,3,keine Antwort,23,im Schnitt mehrfach pro Tag,passt insgesamt,NA,2,Psychologie & Wirtschafft,Nein,5,7
23.06.2017 13:36:38,AAM,3,2,1,2,2,2,3,1,3,1,223,0,19,Frau,2,5,nein,0,im Schnitt mehrfach pro Tag,passt insgesamt nicht,NA,4,Psychologie & Wirtschafft,Nein,7,8
